"initial_alias","converted_alias","name","description","namespace"
"AC012184","ENSG00000168872","DDX19A","DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]","EMBL"
"AC012184","ENSG00000260537","None","novel protein, DDX19B and DDX19A readthrough","EMBL"
"AC012313","ENSG00000083807","SLC27A5","solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]","EMBL"
"AC012313","ENSG00000083838","ZNF446","zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036]","EMBL"
"AC012313","ENSG00000083845","RPS5","ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]","EMBL"
"AC012313","ENSG00000119574","ZBTB45","zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]","EMBL"
"AC012313","ENSG00000121410","A1BG","alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]","EMBL"
"AC012313","ENSG00000131849","ZNF132","zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916]","EMBL"
"AC012313","ENSG00000171574","ZNF584","zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]","EMBL"
"AC012313","ENSG00000174586","ZNF497","zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]","EMBL"
"AC012313","ENSG00000249471","ZNF324B","zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]","EMBL"
"AC012313","ENSG00000269855","RNF225","ring finger protein 225 [Source:HGNC Symbol;Acc:HGNC:51249]","EMBL"
"AC013468","ENSG00000064933","PMS1","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]","EMBL"
"AC013468","ENSG00000128694","OSGEPL1","O-sialoglycoprotein endopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23075]","EMBL"
"AC013468","ENSG00000128699","ORMDL1","ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]","EMBL"
"AC013468","ENSG00000151687","ANKAR","ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]","EMBL"
"AC015802","ENSG00000070731","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]","EMBL"
"AC015802","ENSG00000129667","RHBDF2","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]","EMBL"
"AC015802","ENSG00000129673","AANAT","aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:19]","EMBL"
"AC015802","ENSG00000161544","CYGB","cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]","EMBL"
"AC015802","ENSG00000284526","None","novel protein","EMBL"
"AC016739","ENSG00000128654","MTX2","metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]","EMBL"
"AC016876","ENSG00000129194","SOX15","SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]","EMBL"
"AC016876","ENSG00000129226","CD68","CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]","EMBL"
"AC016876","ENSG00000129245","FXR2","FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]","EMBL"
"AC016876","ENSG00000129255","MPDU1","mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]","EMBL"
"AC016876","ENSG00000161955","TNFSF13","TNF superfamily member 13 [Source:HGNC Symbol;Acc:HGNC:11928]","EMBL"
"AC016876","ENSG00000161956","SENP3","SUMO specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]","EMBL"
"AC016876","ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]","EMBL"
"AC016876","ENSG00000239697","TNFSF12","TNF superfamily member 12 [Source:HGNC Symbol;Acc:HGNC:11927]","EMBL"
"AC016876","ENSG00000248871","TNFSF12-TNFSF13","TNFSF12-TNFSF13 readthrough [Source:HGNC Symbol;Acc:HGNC:33537]","EMBL"
"AC016876","ENSG00000277957","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]","EMBL"
"AC016888","ENSG00000109062","NHERF1","NHERF family PDZ scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:11075]","EMBL"
"AC016888","ENSG00000109065","NAT9","N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133]","EMBL"
"AC016888","ENSG00000109066","TMEM104","transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]","EMBL"
"AC016888","ENSG00000172794","RAB37","RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]","EMBL"
"AC016888","ENSG00000186074","CD300LF","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]","EMBL"
"AC018445","ENSG00000131196","NFATC1","nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]","EMBL"
"AC018529","ENSG00000197971","MBP","myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]","EMBL"
"AC018755","ENSG00000105497","ZNF175","zinc finger protein 175 [Source:HGNC Symbol;Acc:HGNC:12964]","EMBL"
"AC018755","ENSG00000105509","HAS1","hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]","EMBL"
"AC018755","ENSG00000171049","FPR2","formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]","EMBL"
"AC018755","ENSG00000171051","FPR1","formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]","EMBL"
"AC018755","ENSG00000182310","SPACA6","sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]","EMBL"
"AC018755","ENSG00000268500","SIGLEC5","sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]","EMBL"
"AC019226","ENSG00000115947","ORC4","origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]","EMBL"
"AC019226","ENSG00000204406","MBD5","methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]","EMBL"
"AC020978","ENSG00000072736","NFATC3","nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]","EMBL"
"AC020978","ENSG00000103061","SLC7A6OS","solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]","EMBL"
"AC020978","ENSG00000103064","SLC7A6","solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]","EMBL"
"AC020978","ENSG00000103066","PLA2G15","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]","EMBL"
"AC020978","ENSG00000103067","ESRP2","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","EMBL"
"AC020978","ENSG00000132600","PRMT7","protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]","EMBL"
"AC021188","ENSG00000121152","NCAPH","non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]","EMBL"
"AC021188","ENSG00000135956","TMEM127","transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]","EMBL"
"AC021188","ENSG00000144028","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]","EMBL"
"AC021188","ENSG00000163121","NEURL3","neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]","EMBL"
"AC021188","ENSG00000198885","ITPRIPL1","ITPRIP like 1 [Source:HGNC Symbol;Acc:HGNC:29371]","EMBL"
"AC021752","ENSG00000081014","AP4E1","adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]","EMBL"
"AC022364","ENSG00000123106","CCDC91","coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]","EMBL"
"AC022558","ENSG00000064726","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","EMBL"
"AC022558","ENSG00000103942","HOMER2","homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]","EMBL"
"AC022558","ENSG00000169609","C15orf40","chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:28443]","EMBL"
"AC022916","ENSG00000073536","NLE1","notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]","EMBL"
"AC022916","ENSG00000166750","SLFN5","schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]","EMBL"
"AC022916","ENSG00000185379","RAD51D","RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]","EMBL"
"AC022916","ENSG00000267618","None","RAD51L3-RFFL readthrough","EMBL"
"AC023024","ENSG00000131871","SELENOS","selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]","EMBL"
"AC023024","ENSG00000131873","CHSY1","chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]","EMBL"
"AC023024","ENSG00000131876","SNRPA1","small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]","EMBL"
"AC023024","ENSG00000140479","PCSK6","proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]","EMBL"
"AC023355","ENSG00000074803","SLC12A1","solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]","EMBL"
"AC023355","ENSG00000128951","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","EMBL"
"AC025265","ENSG00000136011","STAB2","stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]","EMBL"
"AC027702","ENSG00000029534","ANK1","ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]","EMBL"
"AC046134","ENSG00000114115","RBP1","retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]","EMBL"
"AC046134","ENSG00000163864","NMNAT3","nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:20989]","EMBL"
"AC068669","ENSG00000108349","CASC3","CASC3 exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040]","EMBL"
"AC068669","ENSG00000108352","RAPGEFL1","Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]","EMBL"
"AC068669","ENSG00000126351","THRA","thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]","EMBL"
"AC068669","ENSG00000171475","WIPF2","WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]","EMBL"
"AC068669","ENSG00000188895","MSL1","MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]","EMBL"
"AC068880","ENSG00000104611","SH2D4A","SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]","EMBL"
"AC069213","ENSG00000184203","PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]","EMBL"
"AC069213","ENSG00000189058","APOD","apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]","EMBL"
"AC073343","ENSG00000164631","ZNF12","zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]","EMBL"
"AC073343","ENSG00000169402","RSPH10B2","radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]","EMBL"
"AC073343","ENSG00000205903","ZNF316","zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]","EMBL"
"AC073343","ENSG00000236609","ZNF853","zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]","EMBL"
"AC079331","ENSG00000154217","PITPNC1","phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]","EMBL"
"AC079610","ENSG00000030419","IKZF2","IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]","EMBL"
"AC079610","ENSG00000144451","SPAG16","sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]","EMBL"
"AC084824","ENSG00000087470","DNM1L","dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]","EMBL"
"AC084824","ENSG00000139131","YARS2","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]","EMBL"
"AC084824","ENSG00000139132","FGD4","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]","EMBL"
"AC090739","ENSG00000168575","SLC20A2","solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]","EMBL"
"AC090739","ENSG00000176209","SMIM19","small integral membrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25166]","EMBL"
"AC091045","ENSG00000128891","CCDC32","coiled-coil domain containing 32 [Source:HGNC Symbol;Acc:HGNC:28295]","EMBL"
"AC091045","ENSG00000166133","RPUSD2","RNA pseudouridine synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]","EMBL"
"AC091181","ENSG00000153944","MSI2","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]","EMBL"
"AC092111","ENSG00000111729","CLEC4A","C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]","EMBL"
"AC092111","ENSG00000171847","FAM90A1","family with sequence similarity 90 member A1 [Source:HGNC Symbol;Acc:HGNC:25526]","EMBL"
"AC092117","ENSG00000007038","PRSS21","serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]","EMBL"
"AC092117","ENSG00000103355","PRSS33","serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]","EMBL"
"AC092117","ENSG00000103363","ELOB","elongin B [Source:HGNC Symbol;Acc:HGNC:11619]","EMBL"
"AC092117","ENSG00000167977","KCTD5","potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423]","EMBL"
"AC092117","ENSG00000167978","SRRM2","serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]","EMBL"
"AC092117","ENSG00000172382","PRSS27","serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]","EMBL"
"AC092117","ENSG00000215148","PRSS41","serine protease 41 [Source:HGNC Symbol;Acc:HGNC:30715]","EMBL"
"AC092127","ENSG00000131149","GSE1","Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]","EMBL"
"AC092490","ENSG00000166532","RIMKLB","ribosomal modification protein rimK like family member B [Source:HGNC Symbol;Acc:HGNC:29228]","EMBL"
"AC092490","ENSG00000197614","MFAP5","microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]","EMBL"
"AC092653","ENSG00000116127","ALMS1","ALMS1 centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]","EMBL"
"AC092653","ENSG00000144048","DUSP11","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]","EMBL"
"AC092653","ENSG00000187833","C2orf78","chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]","EMBL"
"AC093462","ENSG00000101751","POLI","DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]","EMBL"
"AC093462","ENSG00000134046","MBD2","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]","EMBL"
"AC093462","ENSG00000166845","C18orf54","chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]","EMBL"
"AC093462","ENSG00000174448","STARD6","StAR related lipid transfer domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18066]","EMBL"
"AC093503","ENSG00000105287","PRKD2","protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]","EMBL"
"AC093503","ENSG00000143933","CALM2","calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]","EMBL"
"AC093503","ENSG00000160013","PTGIR","prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]","EMBL"
"AC093503","ENSG00000160014","CALM3","calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]","EMBL"
"AC093503","ENSG00000197380","DACT3","dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]","EMBL"
"AC093503","ENSG00000198668","CALM1","calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]","EMBL"
"AC093827","ENSG00000163633","C4orf36","chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386]","EMBL"
"AC093827","ENSG00000172493","AFF1","ALF transcription elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:7135]","EMBL"
"AC096887","ENSG00000163933","RFT1","RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]","EMBL"
"AC096887","ENSG00000163935","SFMBT1","Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]","EMBL"
"AC097534","ENSG00000109586","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]","EMBL"
"AC097534","ENSG00000164104","HMGB2","high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]","EMBL"
"AC097534","ENSG00000164106","SCRG1","stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]","EMBL"
"AC104971","ENSG00000172175","MALT1","MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]","EMBL"
"AC106782","ENSG00000132207","SLX1A","SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]","EMBL"
"AC106782","ENSG00000169203","NPIPB12","nuclear pore complex interacting protein family member B12 [Source:HGNC Symbol;Acc:HGNC:37491]","EMBL"
"AC106782","ENSG00000169221","TBC1D10B","TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]","EMBL"
"AC106782","ENSG00000169627","BOLA2B","bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]","EMBL"
"AC106782","ENSG00000180209","MYL11","myosin light chain 11 [Source:HGNC Symbol;Acc:HGNC:29824]","EMBL"
"AC106782","ENSG00000181625","SLX1B","SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]","EMBL"
"AC106782","ENSG00000183336","BOLA2","bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]","EMBL"
"AC106782","ENSG00000185864","NPIPB4","nuclear pore complex interacting protein family member B4 [Source:HGNC Symbol;Acc:HGNC:41985]","EMBL"
"AC106782","ENSG00000198064","NPIPB13","nuclear pore complex interacting protein family, member B13 [Source:HGNC Symbol;Acc:HGNC:41989]","EMBL"
"AC106782","ENSG00000213648","SULT1A4","sulfotransferase family 1A member 4 [Source:HGNC Symbol;Acc:HGNC:30004]","EMBL"
"AC106782","ENSG00000243716","NPIPB5","nuclear pore complex interacting protein family member B5 [Source:HGNC Symbol;Acc:HGNC:37233]","EMBL"
"AC106782","ENSG00000261052","SULT1A3","sulfotransferase family 1A member 3 [Source:HGNC Symbol;Acc:HGNC:11455]","EMBL"
"AC106782","ENSG00000261740","BOLA2-SMG1P6","BOLA2-SMG1P6 readthrough [Source:HGNC Symbol;Acc:HGNC:53563]","EMBL"
"AC107983","ENSG00000171916","LGALS9C","galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]","EMBL"
"AC108479","ENSG00000172086","KRCC1","lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]","EMBL"
"AC108519","ENSG00000223569","USP17L15","ubiquitin specific peptidase 17 like family member 15 [Source:HGNC Symbol;Acc:HGNC:44443]","EMBL"
"AC108519","ENSG00000227551","USP17L12","ubiquitin specific peptidase 17 like family member 12 [Source:HGNC Symbol;Acc:HGNC:44440]","EMBL"
"AC108519","ENSG00000229924","FAM90A26","family with sequence similarity 90 member A26 [Source:HGNC Symbol;Acc:HGNC:43746]","EMBL"
"AC108519","ENSG00000231396","USP17L10","ubiquitin specific peptidase 17 like family member 10 [Source:HGNC Symbol;Acc:HGNC:44438]","EMBL"
"AC108519","ENSG00000232399","USP17L13","ubiquitin specific peptidase 17 like family member 13 [Source:HGNC Symbol;Acc:HGNC:44441]","EMBL"
"AC108519","ENSG00000233136","USP17L11","ubiquitin specific peptidase 17 like family member 11 [Source:HGNC Symbol;Acc:HGNC:44439]","EMBL"
"AC108519","ENSG00000248920","USP17L19","ubiquitin specific peptidase 17 like family member 19 [Source:HGNC Symbol;Acc:HGNC:44447]","EMBL"
"AC108519","ENSG00000248933","USP17L22","ubiquitin specific peptidase 17 like family member 22 [Source:HGNC Symbol;Acc:HGNC:44450]","EMBL"
"AC108519","ENSG00000249104","USP17L17","ubiquitin specific peptidase 17 like family member 17 [Source:HGNC Symbol;Acc:HGNC:44445]","EMBL"
"AC108519","ENSG00000249811","USP17L21","ubiquitin specific peptidase 17 like family member 21 [Source:HGNC Symbol;Acc:HGNC:44449]","EMBL"
"AC108519","ENSG00000250745","USP17L20","ubiquitin specific peptidase 17 like family member 20 [Source:HGNC Symbol;Acc:HGNC:44448]","EMBL"
"AC108519","ENSG00000250844","USP17L18","ubiquitin specific peptidase 17 like family member 18 [Source:HGNC Symbol;Acc:HGNC:44446]","EMBL"
"AC108519","ENSG00000250913","USP17L23","ubiquitin specific peptidase 17 like family member 23 [Source:HGNC Symbol;Acc:HGNC:44451]","EMBL"
"AC112484","ENSG00000114654","EFCC1","EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]","EMBL"
"AC112484","ENSG00000114656","CFAP92","cilia and flagella associated protein 92 (putative) [Source:HGNC Symbol;Acc:HGNC:29231]","EMBL"
"AC112484","ENSG00000177646","ACAD9","acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]","EMBL"
"AC116158","ENSG00000171262","FAM98B","family with sequence similarity 98 member B [Source:HGNC Symbol;Acc:HGNC:26773]","EMBL"
"AC116158","ENSG00000172575","RASGRP1","RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]","EMBL"
"AC119403","ENSG00000171970","ZNF57","zinc finger protein 57 [Source:HGNC Symbol;Acc:HGNC:13125]","EMBL"
"AC132938","ENSG00000141562","NARF","nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]","EMBL"
"AC132938","ENSG00000169660","HEXD","hexosaminidase D [Source:HGNC Symbol;Acc:HGNC:26307]","EMBL"
"AC132938","ENSG00000178927","CYBC1","cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]","EMBL"
"AC132938","ENSG00000181396","OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26174]","EMBL"
"AC144530","ENSG00000186001","LRCH3","leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]","EMBL"
"AC245049","ENSG00000179889","PDXDC1","pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]","EMBL"
"ADGRA3","ENSG00000152990","ADGRA3","adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADORA3","ENSG00000282608","ADORA3","adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AEBP1","ENSG00000106624","AEBP1","AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AF111167","ENSG00000140044","JDP2","Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]","EMBL"
"AF111167","ENSG00000170345","FOS","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]","EMBL"
"AIRE","ENSG00000160224","AIRE","autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AJ009632","None","None","None",""
"AKR1C3","ENSG00000196139","AKR1C3","aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AL021407","ENSG00000007944","MYLIP","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]","EMBL"
"AL022316","ENSG00000189306","RRP7A","ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]","EMBL"
"AL022316","ENSG00000235568","NFAM1","NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]","EMBL"
"AL031123","ENSG00000112799","LY86","lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]","EMBL"
"AL035696","None","None","None",""
"AL078581","ENSG00000055211","GINM1","glycosylated integral membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21074]","EMBL"
"AL078581","ENSG00000131013","PPIL4","peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]","EMBL"
"AL078581","ENSG00000186625","KATNA1","katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]","EMBL"
"AL078621","ENSG00000136682","ZNG1B","Zn regulated GTPase metalloprotein activator 1B [Source:HGNC Symbol;Acc:HGNC:17907]","EMBL"
"AL078621","ENSG00000144134","RABL2A","RAB, member of RAS oncogene family like 2A [Source:HGNC Symbol;Acc:HGNC:9799]","EMBL"
"AL078621","ENSG00000184492","FOXD4L1","forkhead box D4 like 1 [Source:HGNC Symbol;Acc:HGNC:18521]","EMBL"
"AL080276","ENSG00000091844","RGS17","regulator of G protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]","EMBL"
"AL080276","ENSG00000112029","FBXO5","F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]","EMBL"
"AL080276","ENSG00000112031","MTRF1L","mitochondrial translation release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]","EMBL"
"AL109627","ENSG00000037637","FBXO42","F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]","EMBL"
"AL109627","ENSG00000132881","CPLANE2","ciliogenesis and planar polarity effector complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28127]","EMBL"
"AL109627","ENSG00000142632","ARHGEF19","Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]","EMBL"
"AL117344","ENSG00000175048","ZDHHC14","zinc finger DHHC-type palmitoyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:20341]","EMBL"
"AL133523","ENSG00000168350","DEGS2","delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]","EMBL"
"AL133523","ENSG00000196405","EVL","Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]","EMBL"
"AL162274","ENSG00000176171","BNIP3","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]","EMBL"
"AL162274","ENSG00000188385","JAKMIP3","Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]","EMBL"
"AL355073","ENSG00000139946","PELI2","pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]","EMBL"
"AL355297","ENSG00000049618","ARID1B","AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]","EMBL"
"AL359504","ENSG00000142875","PRKACB","protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]","EMBL"
"AL359644","ENSG00000148175","STOM","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]","EMBL"
